,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description,nutrient_id,amount,data_points,derivation_id,min,max,median,loq,footnote,min_year_acquired,nutrient_name,unit_name
12753,493184,branded_food,ORGANIC NUT BAR,,2019-04-01,NATURE'S PATH ORGANIC,,,58449153290,"ALMONDS*, PEANUTS*, DARK CHOCOLATE COATING* (CANE SUGAR*, PALM KERNEL OIL*, FAIR TRADE COCOA POWDER PROCESSED WITH ALKALI*, SOY LECITHIN*, VANILLA*), INULIN*, CASHEWS*, TAPIOCA SYRUP*, HEMP SEEDS*, CANE SUGAR*, QUINOA CRISPS*, TAPIOCA STARCH*, HONEY*, SUNFLOWER OIL*, SEA SALT, SUNFLOWER LECITHIN*.",,35.0,g,1.2 ONZ,En. tyčinky,LI,,2018-07-12,2019-04-01,United States,,,,,1004,37.14,,70.0,,,,,,,Lipid (tuk),G
12754,493184,branded_food,ORGANIC NUT BAR,,2019-04-01,NATURE'S PATH ORGANIC,,,58449153290,"ALMONDS*, PEANUTS*, DARK CHOCOLATE COATING* (CANE SUGAR*, PALM KERNEL OIL*, FAIR TRADE COCOA POWDER PROCESSED WITH ALKALI*, SOY LECITHIN*, VANILLA*), INULIN*, CASHEWS*, TAPIOCA SYRUP*, HEMP SEEDS*, CANE SUGAR*, QUINOA CRISPS*, TAPIOCA STARCH*, HONEY*, SUNFLOWER OIL*, SEA SALT, SUNFLOWER LECITHIN*.",,35.0,g,1.2 ONZ,En. tyčinky,LI,,2018-07-12,2019-04-01,United States,,,,,1003,14.29,,70.0,,,,,,,Protein,G
12816,494425,branded_food,PROTEIN GRANOLA BARS,,2019-04-01,"Meijer, Inc.",,,713733120166,"ROASTED PEANUTS, ALMONDS, SOY PROTEIN ISOLATE, CHICORY ROOT EXTRACT, SUGAR, VEGETABLE OIL (PALM KERNEL OIL, HIGH OLEIC CANOLA OIL, PEANUT OIL), WHEY PROTEIN CONCENTRATE, TAPIOCA SYRUP, CORN SYRUP, LESS THAN 2% OF: RICE STARCH, ROASTED SUNFLOWER SEEDS (SUNFLOWER SEEDS, COTTONSEED OIL AND/OR SUNFLOWER OIL), GLYCERIN, COCOA POWDER (PROCESSED WITH ALKALI), TOASTED COCONUT, CALCIUM CARBONATE, SALT, WATER, COCOA POWDER, NONFAT DRY MILK, FRUCTOSE, SOY LECITHIN, XANTHAN GUM, NATURAL FLAVORS, MIXED TOCOPHEROLS (ANTIOXIDANT), BAKING SODA.",,40.0,g,1 BAR,En. tyčinky,LI,,2018-07-04,2019-04-01,United States,,,,,1004,30.0,,70.0,,,,,,,Lipid (tuk),G
12817,494425,branded_food,PROTEIN GRANOLA BARS,,2019-04-01,"Meijer, Inc.",,,713733120166,"ROASTED PEANUTS, ALMONDS, SOY PROTEIN ISOLATE, CHICORY ROOT EXTRACT, SUGAR, VEGETABLE OIL (PALM KERNEL OIL, HIGH OLEIC CANOLA OIL, PEANUT OIL), WHEY PROTEIN CONCENTRATE, TAPIOCA SYRUP, CORN SYRUP, LESS THAN 2% OF: RICE STARCH, ROASTED SUNFLOWER SEEDS (SUNFLOWER SEEDS, COTTONSEED OIL AND/OR SUNFLOWER OIL), GLYCERIN, COCOA POWDER (PROCESSED WITH ALKALI), TOASTED COCONUT, CALCIUM CARBONATE, SALT, WATER, COCOA POWDER, NONFAT DRY MILK, FRUCTOSE, SOY LECITHIN, XANTHAN GUM, NATURAL FLAVORS, MIXED TOCOPHEROLS (ANTIOXIDANT), BAKING SODA.",,40.0,g,1 BAR,En. tyčinky,LI,,2018-07-04,2019-04-01,United States,,,,,1003,25.0,,70.0,,,,,,,Protein,G
12830,494800,branded_food,"VEGA, SPORT PROTEIN BAR, CHOCOLATE COCONUT",,2019-04-01,VEGA,,,838766080154,"COMPLETE PROTEIN BLEND (ORGANIC SPROUTED WHOLE GRAIN BROWN RICE PROTEIN, PEA PROTEIN), DARK CHOCOLATE COATING (ORGANIC CANE SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, COCOA POWDER, SUNFLOWER LECITHIN), ORGANIC TAPIOCA SYRUP, ORGANIC BROWN RICE SYRUP, ORGANIC DATES, CHOCOLATE LIQUOR, DRIED COCONUT, VEGA SAVISEED (SACHA INCHI) OIL, INULIN (FROM CHICORY ROOT), COCOA POWDER, ORGANIC AGAVE SYRUP, NATURAL TOASTED COCONUT FLAVOR, ORGANIC VANILLA EXTRACT, SUNFLOWER LECITHIN. ",,60.0,g,1 BAR,En. tyčinky,LI,,2018-06-29,2019-04-01,United States,,,,,1004,15.0,,70.0,,,,,,,Lipid (tuk),G
12831,494800,branded_food,"VEGA, SPORT PROTEIN BAR, CHOCOLATE COCONUT",,2019-04-01,VEGA,,,838766080154,"COMPLETE PROTEIN BLEND (ORGANIC SPROUTED WHOLE GRAIN BROWN RICE PROTEIN, PEA PROTEIN), DARK CHOCOLATE COATING (ORGANIC CANE SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, COCOA POWDER, SUNFLOWER LECITHIN), ORGANIC TAPIOCA SYRUP, ORGANIC BROWN RICE SYRUP, ORGANIC DATES, CHOCOLATE LIQUOR, DRIED COCONUT, VEGA SAVISEED (SACHA INCHI) OIL, INULIN (FROM CHICORY ROOT), COCOA POWDER, ORGANIC AGAVE SYRUP, NATURAL TOASTED COCONUT FLAVOR, ORGANIC VANILLA EXTRACT, SUNFLOWER LECITHIN. ",,60.0,g,1 BAR,En. tyčinky,LI,,2018-06-29,2019-04-01,United States,,,,,1003,25.0,,70.0,,,,,,,Protein,G
12844,495040,branded_food,ORGANIC CHIA VITALITY BAR,,2019-04-01,"Mamma Chia, LLC",,,856516002751,"ORGANIC WILD BLUEBERRIES (ORGANIC WILD BLUEBERRIES, ORGANIC APPLE JUICE CONCENTRATE, ORGANIC SUNFLOWER OIL), ORGANIC ALMONDS, ORGANIC TAPIOCA SYRUP, ORGANIC HONEY, ORGANIC MACADAMIA NUTS, ORGANIC WALNUTS, ORGANIC CHERRIES (ORGANIC CHERRIES, ORGANIC SUNFLOWER OIL), ORGANIC ZANTE CURRANTS, ORGANIC SUGAR, ORGANIC BROWN RICE CRISP, ORGANIC PALM KERNEL OIL, ORGANIC CHIA SEEDS, ORGANIC GOLDEN RAISINS, ORGANIC TAPIOCA SYRUP SOLIDS, ORGANIC COCOA POWDER (PROCESSED WITH ALKALI), ORGANIC CHIA SEED OIL, ORGANIC SOY LECITHIN, NATURAL FLAVOR, ORGANIC VANILLA.",,40.0,g,1 BAR,En. tyčinky,LI,,2018-08-12,2019-04-01,United States,,,,,1004,22.5,,70.0,,,,,,,Lipid (tuk),G
12845,495040,branded_food,ORGANIC CHIA VITALITY BAR,,2019-04-01,"Mamma Chia, LLC",,,856516002751,"ORGANIC WILD BLUEBERRIES (ORGANIC WILD BLUEBERRIES, ORGANIC APPLE JUICE CONCENTRATE, ORGANIC SUNFLOWER OIL), ORGANIC ALMONDS, ORGANIC TAPIOCA SYRUP, ORGANIC HONEY, ORGANIC MACADAMIA NUTS, ORGANIC WALNUTS, ORGANIC CHERRIES (ORGANIC CHERRIES, ORGANIC SUNFLOWER OIL), ORGANIC ZANTE CURRANTS, ORGANIC SUGAR, ORGANIC BROWN RICE CRISP, ORGANIC PALM KERNEL OIL, ORGANIC CHIA SEEDS, ORGANIC GOLDEN RAISINS, ORGANIC TAPIOCA SYRUP SOLIDS, ORGANIC COCOA POWDER (PROCESSED WITH ALKALI), ORGANIC CHIA SEED OIL, ORGANIC SOY LECITHIN, NATURAL FLAVOR, ORGANIC VANILLA.",,40.0,g,1 BAR,En. tyčinky,LI,,2018-08-12,2019-04-01,United States,,,,,1003,7.5,,70.0,,,,,,,Protein,G
13109,499759,branded_food,PEANUT BUTTER DARK CHOCOLATE CHUNK BARS,,2019-04-01,Clif Bar and Company,,,722252310040,"PROTEIN GRAIN BLEND (SOY PROTEIN ISOLATE, ORGANIC ROLLED OATS, ORGANIC RICE FLOUR), ORGANIC TAPIOCA SYRUP, ORGANIC PEANUTS, ORGANIC PEANUT BUTTER, ORGANIC DRIED CANE SYRUP, ORGANIC HIGH OLEIC SUNFLOWER OIL, CHICORY FIBER SYRUP, ORGANIC UNSWEETENED CHOCOLATE, VEGETABLE GLYCERIN, NATURAL FLAVORS, SEA SALT, ORGANIC COCOA BUTTER, SOY LECITHIN, ORGANIC VANILLA EXTRACT, MIXED TOCOPHEROLS (ANTIOXIDANT). VITAMINS & MINERALS: DICALCIUM PHOSPHATE, CALCIUM CARBONATE, ASCORBIC ACID (VIT. C), FERROUS FUMARATE (IRON), NIACINAMIDE (VIT. B3), DL-ALPHA TOCOPHERYL ACETATE (VIT. E), BETA CAROTENE (VIT. A), PYRIDOXINE HYDROCHLORIDE (VIT. B6), RIBOFLAVIN (VIT. B2), THIAMINE MONONITRATE (VIT. B1), ERGOCALCIFEROL (VIT. D2), FOLIC ACID, CYANOCOBALAMIN (VIT. B12).",,42.0,g,1 BAR,En. tyčinky,LI,,2018-03-11,2019-04-01,United States,,,,,1004,21.43,,70.0,,,,,,,Lipid (tuk),G
13110,499759,branded_food,PEANUT BUTTER DARK CHOCOLATE CHUNK BARS,,2019-04-01,Clif Bar and Company,,,722252310040,"PROTEIN GRAIN BLEND (SOY PROTEIN ISOLATE, ORGANIC ROLLED OATS, ORGANIC RICE FLOUR), ORGANIC TAPIOCA SYRUP, ORGANIC PEANUTS, ORGANIC PEANUT BUTTER, ORGANIC DRIED CANE SYRUP, ORGANIC HIGH OLEIC SUNFLOWER OIL, CHICORY FIBER SYRUP, ORGANIC UNSWEETENED CHOCOLATE, VEGETABLE GLYCERIN, NATURAL FLAVORS, SEA SALT, ORGANIC COCOA BUTTER, SOY LECITHIN, ORGANIC VANILLA EXTRACT, MIXED TOCOPHEROLS (ANTIOXIDANT). VITAMINS & MINERALS: DICALCIUM PHOSPHATE, CALCIUM CARBONATE, ASCORBIC ACID (VIT. C), FERROUS FUMARATE (IRON), NIACINAMIDE (VIT. B3), DL-ALPHA TOCOPHERYL ACETATE (VIT. E), BETA CAROTENE (VIT. A), PYRIDOXINE HYDROCHLORIDE (VIT. B6), RIBOFLAVIN (VIT. B2), THIAMINE MONONITRATE (VIT. B1), ERGOCALCIFEROL (VIT. D2), FOLIC ACID, CYANOCOBALAMIN (VIT. B12).",,42.0,g,1 BAR,En. tyčinky,LI,,2018-03-11,2019-04-01,United States,,,,,1003,16.67,,70.0,,,,,,,Protein,G
13637,508973,branded_food,THE ORIGINAL FRUIT & NUT FOOD BAR,,2019-04-01,"Small Planet Foods, Inc.",,,21908453361,"DATES, ALMONDS, WALNUTS, RAISINS, PINEAPPLE, UNSWEETENED COCONUT, CARROTS, CINNAMON, EXTRA VIRGIN COCONUT OIL.",,45.0,g,1 BAR,En. tyčinky,LI,,2018-03-10,2019-04-01,United States,,,,,1004,17.78,,70.0,,,,,,,Lipid (tuk),G
13638,508973,branded_food,THE ORIGINAL FRUIT & NUT FOOD BAR,,2019-04-01,"Small Planet Foods, Inc.",,,21908453361,"DATES, ALMONDS, WALNUTS, RAISINS, PINEAPPLE, UNSWEETENED COCONUT, CARROTS, CINNAMON, EXTRA VIRGIN COCONUT OIL.",,45.0,g,1 BAR,En. tyčinky,LI,,2018-03-10,2019-04-01,United States,,,,,1003,6.67,,70.0,,,,,,,Protein,G
13743,510774,branded_food,HIGH PROTEIN BAR,,2019-04-01,OH YEAH!,,,788434113502,"PEANUTS, PROTEIN BLEND [(OHYEAH! BLEND CONSISTING OF WHEY PROTEIN ISOLATE, SOY PROTEIN ISOLATE, MILK PROTEIN ISOLATE, MILK PROTEIN CONCENTRATE, CALCIUM CASEINATE), HYDROLYZED GELATIN], CHOCOLATE COATING [CHOCOLATE LIQUOR, MALTITOL, COCOA BUTTER, SODIUM CASEINATE, MILK FAT, SOY LECITHIN (AN EMULSIFIER), SUCRALOSE, VANILLIN (AN ARTIFICIAL FLAVOR), VANILLA AND SALT], CARAMEL (SUGAR, CORN SYRUP, NON FAT DRY MILK, MALTITOL SYRUP, COCOA BUTTER, CORN STARCH, BUTTER, SUCRALOSE, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVORS), SOY NUTS, GLYCERINE, PEANUT FLOUR, FRACTIONATED PALM KERNEL OIL, LECITHIN (AN EMULSIFIER), NATURAL AND ARTIFICIAL FLAVORS, SALT, SUCRALOSE AND POTASSIUM SORBATE ADDED AS A PRESERVATIVE.",,85.0,g,1 BAR,En. tyčinky,LI,,2017-07-14,2019-04-01,United States,,,,,1004,22.35,,70.0,,,,,,,Lipid (tuk),G
13744,510774,branded_food,HIGH PROTEIN BAR,,2019-04-01,OH YEAH!,,,788434113502,"PEANUTS, PROTEIN BLEND [(OHYEAH! BLEND CONSISTING OF WHEY PROTEIN ISOLATE, SOY PROTEIN ISOLATE, MILK PROTEIN ISOLATE, MILK PROTEIN CONCENTRATE, CALCIUM CASEINATE), HYDROLYZED GELATIN], CHOCOLATE COATING [CHOCOLATE LIQUOR, MALTITOL, COCOA BUTTER, SODIUM CASEINATE, MILK FAT, SOY LECITHIN (AN EMULSIFIER), SUCRALOSE, VANILLIN (AN ARTIFICIAL FLAVOR), VANILLA AND SALT], CARAMEL (SUGAR, CORN SYRUP, NON FAT DRY MILK, MALTITOL SYRUP, COCOA BUTTER, CORN STARCH, BUTTER, SUCRALOSE, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVORS), SOY NUTS, GLYCERINE, PEANUT FLOUR, FRACTIONATED PALM KERNEL OIL, LECITHIN (AN EMULSIFIER), NATURAL AND ARTIFICIAL FLAVORS, SALT, SUCRALOSE AND POTASSIUM SORBATE ADDED AS A PRESERVATIVE.",,85.0,g,1 BAR,En. tyčinky,LI,,2017-07-14,2019-04-01,United States,,,,,1003,30.59,,70.0,,,,,,,Protein,G
15169,532504,branded_food,SOFT BAKED BISCUITS,,2019-04-01,Nabisco Biscuit Company,,,44000053079,"PROTEIN CRISPS [SOY CRISPS (SOY PROTEIN ISOLATE, RICE STARCH), WHEY CRISP (FROM MILK) (WHEY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE, TAPIOCA STARCH)], SUGAR, CANOLA OIL, WHOLE GRAIN WHEAT FLOUR, HYDROLYZED WHEAT GLUTEN, INVERT SUGAR, WATER, SOY PROTEIN ISOLATE, GLYCERIN, WHOLE GRAIN BLEND (CRACKED BUCKWHEAT, ROLLED OATS, RYE FLAKES), DEFATTED WHEAT GERM, POLYDEXTROSE, DRIED BLUEBERRIES, CHOPPED ALMONDS, DRIED EGGS, SOY LECITHIN, BAKING SODA, SALT, GLYCERYL-LACTO ESTERS OF FATTY ACIDS, ACETYLATED MONO AND DIGLYCERIDES, GLYCEROL ESTERS OF FATTY ACIDS, MONO- AND DIGLYCERIDES, NATURAL FLAVOR, FERRIC ORTHOPHOSPHATE (IRON), BLUEBERRY JUICE CONCENTRATE, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1).",,50.0,g,"1 PACK, (1 BISCUIT)",En. tyčinky,LI,,2018-04-11,2019-04-01,United States,,,,,1004,16.0,,70.0,,,,,,,Lipid (tuk),G
15170,532504,branded_food,SOFT BAKED BISCUITS,,2019-04-01,Nabisco Biscuit Company,,,44000053079,"PROTEIN CRISPS [SOY CRISPS (SOY PROTEIN ISOLATE, RICE STARCH), WHEY CRISP (FROM MILK) (WHEY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE, TAPIOCA STARCH)], SUGAR, CANOLA OIL, WHOLE GRAIN WHEAT FLOUR, HYDROLYZED WHEAT GLUTEN, INVERT SUGAR, WATER, SOY PROTEIN ISOLATE, GLYCERIN, WHOLE GRAIN BLEND (CRACKED BUCKWHEAT, ROLLED OATS, RYE FLAKES), DEFATTED WHEAT GERM, POLYDEXTROSE, DRIED BLUEBERRIES, CHOPPED ALMONDS, DRIED EGGS, SOY LECITHIN, BAKING SODA, SALT, GLYCERYL-LACTO ESTERS OF FATTY ACIDS, ACETYLATED MONO AND DIGLYCERIDES, GLYCEROL ESTERS OF FATTY ACIDS, MONO- AND DIGLYCERIDES, NATURAL FLAVOR, FERRIC ORTHOPHOSPHATE (IRON), BLUEBERRY JUICE CONCENTRATE, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1).",,50.0,g,"1 PACK, (1 BISCUIT)",En. tyčinky,LI,,2018-04-11,2019-04-01,United States,,,,,1003,20.0,,70.0,,,,,,,Protein,G
15459,536332,branded_food,PROTEIN PLUS BAR,,2019-04-01,"Post Foods, LLC",,,97421778298,"TRISOURCE PROTEIN BLEND (SOY PROTEIN ISOLATE, CALCIUM CASEINATE, WHEY PROTEIN ISOLATE), MALTITOL, CHOCOLATE FLAVORED COATING (MALTITOL, FRACTIONATED PALM KERNEL OIL, COCOA, POLYDEXTROSE, SODIUM CASEINATE, SOY LECITHIN, MONOGLYCERIDES, NATURAL FLAVOR, SUCRALOSE), INULIN, GLYCERIN, COCOA, COCONUT, HIGH OLEIC CANOLA OIL, ALMOND BUTTER, UNSWEETENED CHOCOLATE, WATER, SOY LECITHIN, NATURAL FLAVORS.",,60.0,g,1 BAR,En. tyčinky,LI,,2017-07-14,2019-04-01,United States,,,,,1004,13.33,,70.0,,,,,,,Lipid (tuk),G
15460,536332,branded_food,PROTEIN PLUS BAR,,2019-04-01,"Post Foods, LLC",,,97421778298,"TRISOURCE PROTEIN BLEND (SOY PROTEIN ISOLATE, CALCIUM CASEINATE, WHEY PROTEIN ISOLATE), MALTITOL, CHOCOLATE FLAVORED COATING (MALTITOL, FRACTIONATED PALM KERNEL OIL, COCOA, POLYDEXTROSE, SODIUM CASEINATE, SOY LECITHIN, MONOGLYCERIDES, NATURAL FLAVOR, SUCRALOSE), INULIN, GLYCERIN, COCOA, COCONUT, HIGH OLEIC CANOLA OIL, ALMOND BUTTER, UNSWEETENED CHOCOLATE, WATER, SOY LECITHIN, NATURAL FLAVORS.",,60.0,g,1 BAR,En. tyčinky,LI,,2017-07-14,2019-04-01,United States,,,,,1003,33.33,,70.0,,,,,,,Protein,G
15534,537539,branded_food,ICED BROWNIE ENDURANCE BAR,,2019-04-01,PR BAR,,,859514002266,"PR PROTEIN BLEND [SOY PROTEIN ISOLATE, SOY CRISPS (SOY PROTEIN ISOLATE, TAPIOCA STARCH, SALT), WHEY PROTEIN CONCENTRATE, CASEIN, CALCIUM CASEINATE], FRUCTOSE, COATING [SUGAR, FRACTIONATED PALM KERNEL OIL, WHEY POWDER, NONFAT DRY MILK POWDER, YOGURT POWDER (CULTURED WHEY AND NONFAT MILK), SOY LECITHIN AND VANILLA], CORN SYRUP, CANOLA OIL, ALKALIZED COCOA, GLYCERIN, PEANUTS, NATURAL FLAVORS. VITAMINS AND MINERALS: ASCORBIC ACID, DICALCIUM PHOSPHATE, D-ALPHA TOCOPHEROL, NIACINAMIDE, ZINC OXIDE, ELECTROLYTIC IRON, COPPER GLUCONATE, CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMIN MONONITRATE, VITAMIN A PALMITATE, FOLIC ACID, BIOTIN, POTASSIUM IODIDE, CYANOCOBALAMIN.",,50.0,g,50 GRM,En. tyčinky,LI,,2018-01-12,2019-04-01,United States,,,,,1004,12.0,,70.0,,,,,,,Lipid (tuk),G
15535,537539,branded_food,ICED BROWNIE ENDURANCE BAR,,2019-04-01,PR BAR,,,859514002266,"PR PROTEIN BLEND [SOY PROTEIN ISOLATE, SOY CRISPS (SOY PROTEIN ISOLATE, TAPIOCA STARCH, SALT), WHEY PROTEIN CONCENTRATE, CASEIN, CALCIUM CASEINATE], FRUCTOSE, COATING [SUGAR, FRACTIONATED PALM KERNEL OIL, WHEY POWDER, NONFAT DRY MILK POWDER, YOGURT POWDER (CULTURED WHEY AND NONFAT MILK), SOY LECITHIN AND VANILLA], CORN SYRUP, CANOLA OIL, ALKALIZED COCOA, GLYCERIN, PEANUTS, NATURAL FLAVORS. VITAMINS AND MINERALS: ASCORBIC ACID, DICALCIUM PHOSPHATE, D-ALPHA TOCOPHEROL, NIACINAMIDE, ZINC OXIDE, ELECTROLYTIC IRON, COPPER GLUCONATE, CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMIN MONONITRATE, VITAMIN A PALMITATE, FOLIC ACID, BIOTIN, POTASSIUM IODIDE, CYANOCOBALAMIN.",,50.0,g,50 GRM,En. tyčinky,LI,,2018-01-12,2019-04-01,United States,,,,,1003,30.0,,70.0,,,,,,,Protein,G
15634,538106,branded_food,1 APPLE + 1 MANGO & CHILI ZESTY,,2019-04-01,"That's It Nutrition, LLC",,,850397004675,"APPLES, MANGOES, CAYENNE PEPPER.",,35.0,g,35 GRM,En. tyčinky,LI,,2018-05-29,2019-04-01,United States,,,,,1004,0.0,,75.0,,,,,,,Lipid (tuk),G
15635,538106,branded_food,1 APPLE + 1 MANGO & CHILI ZESTY,,2019-04-01,"That's It Nutrition, LLC",,,850397004675,"APPLES, MANGOES, CAYENNE PEPPER.",,35.0,g,35 GRM,En. tyčinky,LI,,2018-05-29,2019-04-01,United States,,,,,1003,0.0,,75.0,,,,,,,Protein,G
15755,540355,branded_food,WHOLE NUTRITION BAR FOR WOMEN,,2019-04-01,Clif Bar and Company,,,722252103307,"LUNAPRO (SOY RICE CRISPS [SOY PROTEIN ISOLATE, ORGANIC RICE FLOUR, CALCIUM CARBONATE], ORGANIC TOASTED OATS [ORGANIC ROLLED OATS, ORGANIC DRIED CANE SYRUP, NATURAL VITAMIN E (ANTIOXIDANT)] ORGANIC ROASTED SOYBEANS, ORGANIC SOY FLOUR, ORGANIC MILLED FLAXSEED), ORGANIC BROWN RICE SYRUP, COATING (ORGANIC DRIED CANE SYRUP, PALM KERNEL OIL ORGANIC PALM KERNEL SOLIDS, ORGANIC SOY FLOUR, ORGANIC SOY LECITHIN, ORGANIC VANILLA EXTRACT), INULIN (CHICORY EXTRACT), ORGANIC SOY BUTTER (ORGANIC ROASTED SOYBEANS, ORGANIC SOYBEAN OIL, SALT), ORGANIC TAPIOCA SYRUP SOLIDS, LEMON FRUIT PIECES (ORGANIC GLUCOSE SYRUP, PECTIN, CITRIC ACID, SODIUM BICARBONATE, NATURAL FLAVOR), VEGETABLE GLYCERIN, ORGANIC SUNFLOWER OIL, NATURAL FLAVOR, ORGANIC NATURAL FLAVOR, CITRIC ACID, SEA SALT. VITAMINS & MINERALS: DICALCIUM PHOSPHATE, CALCIUM CARBONATE, MAGNESIUM OXIDE, FERROUS FUMARATE (IRON), NIACINAMIDE (VIT. B3), ASCORBIC ACID (VIT. C), DL-ALPHA TOCOPHERYL ACETATE (VIT. E), ZINC OXIDE MOLYBDENUM GLYCINATE, PYRIDOXINE HYDROCHLORIDE (VIT. B6), D-CALCIUM PANTOTHENATE, BETA CAROTENE (VIT. A), MANGANESE SULFATE, SELENIUM AMINO ACID CHELATE, RIBOFLAVIN (VIT. B2), CHROMIUM AMINO ACID CHELATE, ERGOCALCIFEROL (VIT. D2), THIAMINE MONONITRATE (VIT. K), BIOTIN, POTASSIUM IODIDE.",,48.0,g,1 BAR,En. tyčinky,LI,,2018-06-17,2019-04-01,United States,,,,,1004,10.42,,70.0,,,,,,,Lipid (tuk),G
15756,540355,branded_food,WHOLE NUTRITION BAR FOR WOMEN,,2019-04-01,Clif Bar and Company,,,722252103307,"LUNAPRO (SOY RICE CRISPS [SOY PROTEIN ISOLATE, ORGANIC RICE FLOUR, CALCIUM CARBONATE], ORGANIC TOASTED OATS [ORGANIC ROLLED OATS, ORGANIC DRIED CANE SYRUP, NATURAL VITAMIN E (ANTIOXIDANT)] ORGANIC ROASTED SOYBEANS, ORGANIC SOY FLOUR, ORGANIC MILLED FLAXSEED), ORGANIC BROWN RICE SYRUP, COATING (ORGANIC DRIED CANE SYRUP, PALM KERNEL OIL ORGANIC PALM KERNEL SOLIDS, ORGANIC SOY FLOUR, ORGANIC SOY LECITHIN, ORGANIC VANILLA EXTRACT), INULIN (CHICORY EXTRACT), ORGANIC SOY BUTTER (ORGANIC ROASTED SOYBEANS, ORGANIC SOYBEAN OIL, SALT), ORGANIC TAPIOCA SYRUP SOLIDS, LEMON FRUIT PIECES (ORGANIC GLUCOSE SYRUP, PECTIN, CITRIC ACID, SODIUM BICARBONATE, NATURAL FLAVOR), VEGETABLE GLYCERIN, ORGANIC SUNFLOWER OIL, NATURAL FLAVOR, ORGANIC NATURAL FLAVOR, CITRIC ACID, SEA SALT. VITAMINS & MINERALS: DICALCIUM PHOSPHATE, CALCIUM CARBONATE, MAGNESIUM OXIDE, FERROUS FUMARATE (IRON), NIACINAMIDE (VIT. B3), ASCORBIC ACID (VIT. C), DL-ALPHA TOCOPHERYL ACETATE (VIT. E), ZINC OXIDE MOLYBDENUM GLYCINATE, PYRIDOXINE HYDROCHLORIDE (VIT. B6), D-CALCIUM PANTOTHENATE, BETA CAROTENE (VIT. A), MANGANESE SULFATE, SELENIUM AMINO ACID CHELATE, RIBOFLAVIN (VIT. B2), CHROMIUM AMINO ACID CHELATE, ERGOCALCIFEROL (VIT. D2), THIAMINE MONONITRATE (VIT. K), BIOTIN, POTASSIUM IODIDE.",,48.0,g,1 BAR,En. tyčinky,LI,,2018-06-17,2019-04-01,United States,,,,,1003,18.75,,70.0,,,,,,,Protein,G
15831,542218,branded_food,VANILLA YOGURT BAR,,2019-04-01,"Lifestyle Evolution, Inc.",,,691535505018,"SOY CRISP (SOY PROTEIN ISOLATE, RICE FLOUR, SALT), YOGURT FLAVORED COATING (CANE SUGAR, PALM KERNEL OIL, WHEY, NONFAT MILK, YOGURT POWDER, SOY LECITHIN, VANILLA), SWEETENED CONDENSED SKIM MILK (MILK, SUGAR), BROWN RICE CRISP, TAPIOCA SYRUP, BROWN RICE SYRUP, WHOLE OATS, FRUCTOSE, SOY PROTEIN ISOLATE, MALTODEXTRIN, MICROCRYSTALLINE CELLULOSE, GUAR GUM, SOY FIBER, ACACIA GUM, NATURAL FLAVORS. VITAMINS AND MINERALS: VITAMIN A (PALMITATE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B3 (NIACINAMIDE), VITAMIN B6 (PYROIDOXINE HYDROCHLORIDE), VITAMIN B9 (FOLIC ACID), VITAMIN B12 (CYANOCOBALAMIN), VITAMIN C (ASCORBIC ACID), CALCIUM (DICALCIUM PHOSPHATE), VITAMIN E (TOCOPHERYL ACETATE).",,50.0,g,1.76 ONZ,En. tyčinky,LI,,2018-08-24,2019-04-01,United States,,,,,1004,5.0,,70.0,,,,,,,Lipid (tuk),G
